Ano;Marcador;Órgão;Unidade Orçamentária;Programa;Ação;Localizador;Plano Orçamentário;Esfera;Função;Subfunção;IDUso;Fonte;Grupo Despesa;Modalidade;Natureza Despesa;Resultado Primário;Tipo Crédito;Ano Referência;Dotação Inicial;Dotação Atual;Empenhado;Liquidado;Pago;Bloqueado
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26266 - Fundação Universidade Federal do Pampa;5113 - Educação Superior: Qualidade, Democracia, Equidade e Sustentabilidade;20RK - Funcionamento de Instituições Federais de Ensino Superior;6502 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024;10 - Orçamento Fiscal;12 - Educação;364 - Ensino Superior;8 - Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação;3008 - Educação Pública, com Prioridade para a Educação Básica;4 - Investimentos;90 - Aplicações Diretas;44900000 - Aplicações Diretas;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;1000000;0;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26273 - Fundação Universidade Federal do Rio Grande;5113 - Educação Superior: Qualidade, Democracia, Equidade e Sustentabilidade;20RK - Funcionamento de Instituições Federais de Ensino Superior;6502 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024;10 - Orçamento Fiscal;12 - Educação;364 - Ensino Superior;8 - Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação;3008 - Educação Pública, com Prioridade para a Educação Básica;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33900000 - Aplicações Diretas;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;2000000;0;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26273 - Fundação Universidade Federal do Rio Grande;5113 - Educação Superior: Qualidade, Democracia, Equidade e Sustentabilidade;20RK - Funcionamento de Instituições Federais de Ensino Superior;6502 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024;10 - Orçamento Fiscal;12 - Educação;364 - Ensino Superior;8 - Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação;3008 - Educação Pública, com Prioridade para a Educação Básica;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33901801 - BOLSAS DE ESTUDO NO PAIS;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;1824500;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26278 - Fundação Universidade Federal de Pelotas;5113 - Educação Superior: Qualidade, Democracia, Equidade e Sustentabilidade;20RK - Funcionamento de Instituições Federais de Ensino Superior;6502 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024;10 - Orçamento Fiscal;12 - Educação;364 - Ensino Superior;8 - Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação;3008 - Educação Pública, com Prioridade para a Educação Básica;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33900000 - Aplicações Diretas;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;1180000;0;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26284 - Fundação Universidade Federal de Ciências da Saúde de Porto Alegre;5113 - Educação Superior: Qualidade, Democracia, Equidade e Sustentabilidade;8282 - Reestruturação e Modernização das Instituições Federais de Ensino Superior;6500 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024;10 - Orçamento Fiscal;12 - Educação;364 - Ensino Superior;8 - Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação;3008 - Educação Pública, com Prioridade para a Educação Básica;4 - Investimentos;90 - Aplicações Diretas;44900000 - Aplicações Diretas;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;450000;0;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;5111 - Educação Básica Democrática, com qualidade e equidade;00PI - Apoio à Alimentação Escolar na Educação Básica (PNAE);6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024;20 - Orçamento da Seguridade Social;12 - Educação;306 - Alimentação e Nutrição;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3133 - Educação Básica, Vedado o Pagamento de Despesas com Pessoal;3 - Outras Despesas Correntes;30 - Transferências a Estados e ao Distrito Federal;33300000 - Transferências a Estados e ao Distrito Federal;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;7343623;0;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;5111 - Educação Básica Democrática, com qualidade e equidade;00PI - Apoio à Alimentação Escolar na Educação Básica (PNAE);6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024;20 - Orçamento da Seguridade Social;12 - Educação;306 - Alimentação e Nutrição;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3133 - Educação Básica, Vedado o Pagamento de Despesas com Pessoal;3 - Outras Despesas Correntes;30 - Transferências a Estados e ao Distrito Federal;33304139 - RIO GRANDE DO SUL;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;0;7138990;7138990;7138990;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;5111 - Educação Básica Democrática, com qualidade e equidade;00PI - Apoio à Alimentação Escolar na Educação Básica (PNAE);6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024;20 - Orçamento da Seguridade Social;12 - Educação;306 - Alimentação e Nutrição;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3133 - Educação Básica, Vedado o Pagamento de Despesas com Pessoal;3 - Outras Despesas Correntes;40 - Transferências a Municípios;33400000 - Transferências a Municípios;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;14780005;0;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;5111 - Educação Básica Democrática, com qualidade e equidade;00PI - Apoio à Alimentação Escolar na Educação Básica (PNAE);6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024;20 - Orçamento da Seguridade Social;12 - Educação;306 - Alimentação e Nutrição;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3133 - Educação Básica, Vedado o Pagamento de Despesas com Pessoal;3 - Outras Despesas Correntes;40 - Transferências a Municípios;33404139 - A MUNICIPIOS DO ESTADO DO RIO GRANDE DO SUL;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;0;14693998;14693998;14693998;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;5111 - Educação Básica Democrática, com qualidade e equidade;00PI - Apoio à Alimentação Escolar na Educação Básica (PNAE);6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024;20 - Orçamento da Seguridade Social;12 - Educação;306 - Alimentação e Nutrição;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3133 - Educação Básica, Vedado o Pagamento de Despesas com Pessoal;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33900000 - Aplicações Diretas;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;3767216;0;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;5111 - Educação Básica Democrática, com qualidade e equidade;00PI - Apoio à Alimentação Escolar na Educação Básica (PNAE);6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024;20 - Orçamento da Seguridade Social;12 - Educação;306 - Alimentação e Nutrição;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3133 - Educação Básica, Vedado o Pagamento de Despesas com Pessoal;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903203 - MATERIAL DESTINADO A ASSISTENCIA SOCIAL;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;0;57623,37;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;5111 - Educação Básica Democrática, com qualidade e equidade;0515 - Dinheiro Direto na Escola para a Educação Básica;6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024;10 - Orçamento Fiscal;12 - Educação;847 - Transferências para a Educação Básica;8 - Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação;3133 - Educação Básica, Vedado o Pagamento de Despesas com Pessoal;3 - Outras Despesas Correntes;30 - Transferências a Estados e ao Distrito Federal;33300000 - Transferências a Estados e ao Distrito Federal;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;15260800;0;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;5111 - Educação Básica Democrática, com qualidade e equidade;0515 - Dinheiro Direto na Escola para a Educação Básica;6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024;10 - Orçamento Fiscal;12 - Educação;847 - Transferências para a Educação Básica;8 - Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação;3133 - Educação Básica, Vedado o Pagamento de Despesas com Pessoal;3 - Outras Despesas Correntes;30 - Transferências a Estados e ao Distrito Federal;33304139 - RIO GRANDE DO SUL;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;0;15238000;2781600;2781600;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;5111 - Educação Básica Democrática, com qualidade e equidade;0515 - Dinheiro Direto na Escola para a Educação Básica;6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024;10 - Orçamento Fiscal;12 - Educação;847 - Transferências para a Educação Básica;8 - Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação;3133 - Educação Básica, Vedado o Pagamento de Despesas com Pessoal;3 - Outras Despesas Correntes;40 - Transferências a Municípios;33400000 - Transferências a Municípios;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;30848400;0;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;5111 - Educação Básica Democrática, com qualidade e equidade;0515 - Dinheiro Direto na Escola para a Educação Básica;6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024;10 - Orçamento Fiscal;12 - Educação;847 - Transferências para a Educação Básica;8 - Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação;3133 - Educação Básica, Vedado o Pagamento de Despesas com Pessoal;3 - Outras Despesas Correntes;40 - Transferências a Municípios;33404139 - A MUNICIPIOS DO ESTADO DO RIO GRANDE DO SUL;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;0;7995200;7668400;7668400;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26419 - Instituto Federal do Rio Grande do Sul;5112 - Educação Profissional e Tecnológica que Transforma;20RL - Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica;6500 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024;10 - Orçamento Fiscal;12 - Educação;363 - Ensino Profissional;8 - Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação;3008 - Educação Pública, com Prioridade para a Educação Básica;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33900000 - Aplicações Diretas;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;2479949;0;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26419 - Instituto Federal do Rio Grande do Sul;5112 - Educação Profissional e Tecnológica que Transforma;20RL - Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica;6500 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024;10 - Orçamento Fiscal;12 - Educação;363 - Ensino Profissional;8 - Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação;3008 - Educação Pública, com Prioridade para a Educação Básica;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903903 - COMISSOES E CORRETAGENS;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;4825,99;1307,02;1286,11;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26419 - Instituto Federal do Rio Grande do Sul;5112 - Educação Profissional e Tecnológica que Transforma;20RL - Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica;6500 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024;10 - Orçamento Fiscal;12 - Educação;363 - Ensino Profissional;8 - Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação;3008 - Educação Pública, com Prioridade para a Educação Básica;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903916 - MANUTENCAO E CONSERV. DE BENS IMOVEIS;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;846110,9;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);26000 - Ministério da Educação;26419 - Instituto Federal do Rio Grande do Sul;5112 - Educação Profissional e Tecnológica que Transforma;20RL - Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica;6500 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024;10 - Orçamento Fiscal;12 - Educação;363 - Ensino Profissional;8 - Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação;3008 - Educação Pública, com Prioridade para a Educação Básica;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903943 - SERVICOS DE ENERGIA ELETRICA;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;190076,31;18007,56;16798,68;0
